,code,lon,lat
0,2204,-73.50281154474702,41.04635163455698
1,2204,-73.5244300725205,41.03972440689056
6,2204,-72.67988202376698,41.765229279585164
7,2204,-72.7511381098226,41.797408197318525
8,2255,-72.75880228757627,41.80184863591144
9,2204,-72.69296895805388,41.77517322168686
10,2401,-72.67192920282459,41.77043030602137
14,2251,-72.67699461347675,41.76851089922708
15,2201,-72.7141180592208,41.80003768267618
16,2252,-72.71601784999999,41.80268625
20,2204,-71.95804865902117,42.02711198905714
22,2204,-72.57431594078264,42.030765397792194
23,2255,-72.64928184712733,42.03548578103622
24,2204,-72.77213269769372,42.01096333827576
25,2255,-72.47494850688442,42.03648144306807
26,2255,-72.67742493000358,42.03940056946186
44,2252,-72.77982019999999,41.78654655
45,2252,-72.77972689101206,41.78563267729306
46,2252,-72.77841973023102,41.785458169263265
47,2252,-72.77596387754456,41.78690866439311
50,2251,-72.25441065632027,41.80527615874996
53,2401,-72.24892790536924,41.802930399996875
54,2722,-72.25279787217558,41.808549883101534
55,2201,-72.2454514799842,41.80498936184628
57,2204,-72.7609586348723,41.78109717598297
58,2252,-72.73122435,41.76321465
59,2257,-72.2547083094218,41.800276820036515
62,2252,-72.69652852185446,41.756353665086095
64,2255,-72.67102271644784,41.807251970788066
65,2201,-72.68033211243278,41.76277948190627
66,2252,-72.71528578521661,41.77691973423405
67,2252,-72.7162530892652,41.77681084747204
68,2252,-72.85683932404753,41.855482500906646
69,2204,-72.95471591021021,41.30342966037092
70,2251,-72.25628737722644,41.806958714756874
71,2204,-72.95670001921502,41.318656781440225
75,2252,-72.6898810596153,41.747292879623664
76,2252,-72.68803992420274,41.7497965403792
77,2252,-72.68939109999998,41.7497501
80,2204,-73.22397770153314,41.19488175110786
81,2204,-73.24407345139878,41.161319042872535
82,2255,-73.24077721848828,41.214486977979504
83,2204,-73.23241738298383,41.21749020878291
85,2204,-73.22986883779653,41.22035499111428
86,2204,-73.25565148175657,41.20821184349515
87,2255,-73.27121258357664,41.215405914890994
94,2256,-72.95739335720779,41.31184146793696
104,2252,-72.95820063535321,41.32412923107205
105,2204,-72.92461536231244,41.32172273206519
106,2252,-72.96047374999999,41.31321584999999
108,2203,-72.84513430637548,41.67432272320297
110,2252,-72.95728165,41.31183645
111,2252,-72.9578542,41.32497645
112,2205,-72.79911296226815,41.87675922985016
113,2203,-72.86452710904156,41.8188364118507
115,2401,-72.81667539858275,41.804441204974154
116,2401,-72.81603527862246,41.8037106532582
117,2204,-72.92852827282846,41.31702460466529
125,2204,-73.48401045153103,41.06686586377976
126,2204,-73.48133430073027,41.0657718946242
136,2252,-72.02379983906623,41.347744754405596
141,2204,-71.82834189879564,41.378301812926104
142,2252,-72.37343002304101,41.860680380696074
143,2252,-72.36894577222169,41.86616768782192
144,2252,-72.37242833489967,41.87200628278018
145,2252,-72.37066656300145,41.86340163524841
146,2252,-72.37273680000811,41.869619307937526
147,2252,-72.3700807803367,41.86284500122535
148,2252,-72.37133559006189,41.86397990494436
149,2205,-72.3697877511468,41.864010799879686
150,2251,-72.4314531877729,41.851987752196266
