,X,Y,Z
0,16.927916600698204,45.278750007116045,46.86349105834961
1,16.919583267398203,45.27041667381605,156.52481079101562
2,16.927916600698204,45.27041667381605,142.91397094726562
3,16.9362499339982,45.27041667381605,46.257858276367195
4,16.9112499340982,45.26208334051605,86.94544982910156
5,16.919583267398203,45.26208334051605,269.3807067871094
6,16.927916600698204,45.26208334051605,111.5697555541992
7,16.902916600798203,45.253750007216055,16.906234741210938
8,16.9112499340982,45.253750007216055,50.10352325439453
9,16.919583267398203,45.253750007216055,62.47845077514648
10,16.894583267498202,45.24541667391605,12.68857765197754
11,16.902916600798203,45.24541667391605,27.199344635009766
12,16.9112499340982,45.24541667391605,33.76060485839844
13,16.919583267398203,45.24541667391605,28.14756965637207
14,16.9779166004982,45.24541667391605,10.764857292175291
15,15.9445832712982,45.237083340616046,16.489063262939453
16,15.952916604598203,45.237083340616046,24.370206832885746
17,15.961249937898202,45.237083340616046,28.80518913269043
18,15.9695832711982,45.237083340616046,10.133798599243164
19,16.8695832675982,45.237083340616046,13.331720352172852
20,16.877916600898203,45.237083340616046,15.28560733795166
21,16.8862499341982,45.237083340616046,19.346134185791012
22,16.894583267498202,45.237083340616046,22.210775375366207
23,16.902916600798203,45.237083340616046,24.461441040039062
24,16.9112499340982,45.237083340616046,23.59543228149414
25,16.919583267398203,45.237083340616046,19.898820877075195
26,16.927916600698204,45.237083340616046,10.994009017944336
27,16.9779166004982,45.237083340616046,10.448305130004883
28,17.0029166003982,45.237083340616046,6.88783597946167
29,15.869583271598202,45.22875000731605,9.086883544921877
30,15.8779166048982,45.22875000731605,9.851843833923342
31,15.8862499381982,45.22875000731605,8.375432968139648
32,15.894583271498202,45.22875000731605,7.967208862304687
33,15.902916604798202,45.22875000731605,11.698628425598145
34,15.9112499380982,45.22875000731605,22.734006881713867
35,15.919583271398203,45.22875000731605,23.42799186706543
36,15.927916604698202,45.22875000731605,16.647239685058594
37,15.9362499379982,45.22875000731605,21.111032485961918
38,15.9445832712982,45.22875000731605,33.18527603149414
39,15.952916604598203,45.22875000731605,34.24772262573242
40,15.961249937898202,45.22875000731605,32.125770568847656
41,15.9695832711982,45.22875000731605,25.83492660522461
42,15.9779166044982,45.22875000731605,9.692986488342285
43,16.5195832689982,45.22875000731605,100.41917419433592
44,16.5279166022982,45.22875000731605,193.78001403808597
45,16.536249935598203,45.22875000731605,287.67938232421875
46,16.5445832688982,45.22875000731605,327.4815673828125
47,16.552916602198202,45.22875000731605,191.0648498535156
48,16.561249935498203,45.22875000731605,178.5688018798828
49,16.5695832687982,45.22875000731605,95.40141296386719
50,16.577916602098203,45.22875000731605,59.10707092285156
51,16.5862499353982,45.22875000731605,38.50656509399414
52,16.5945832686982,45.22875000731605,27.79322624206543
53,16.602916601998203,45.22875000731605,31.36895942687988
54,16.6112499352982,45.22875000731605,29.074171066284176
55,16.8445832676982,45.22875000731605,11.648005485534668
56,16.852916600998203,45.22875000731605,13.695781707763672
57,16.8612499342982,45.22875000731605,17.170894622802734
