X,Y,Z
-75.6054163492500209,39.8370833753600309,85.400177001953125
-75.5970830159500196,39.8370833753600309,41.4298362731933594
-75.5887496826500183,39.8370833753600309,7.55645895004272461
-75.580416349350017,39.8370833753600309,16.3203601837158203
-75.5720830160500157,39.8370833753600309,16.5570716857910156
-75.5637496827500144,39.8370833753600309,12.8782939910888672
-75.5554163494500131,39.8370833753600309,20.7195415496826172
-75.5470830161500118,39.8370833753600309,32.70806884765625
-75.5387496828500105,39.8370833753600309,497.0867919921875
-75.5304163495500092,39.8370833753600309,826.6326904296875
-75.5220830162500079,39.8370833753600309,1506.0001220703125
-75.6387496824500118,39.8287500420600296,86.0826034545898438
-75.6304163491500105,39.8287500420600296,77.837249755859375
-75.6220830158500092,39.8287500420600296,216.221221923828125
-75.6137496825500079,39.8287500420600296,153.765518188476562
-75.6054163492500209,39.8287500420600296,32.589569091796875
-75.5970830159500196,39.8287500420600296,20.0882701873779297
-75.5887496826500183,39.8287500420600296,13.137455940246582
-75.580416349350017,39.8287500420600296,29.5102863311767578
-75.5720830160500157,39.8287500420600296,11.7020263671875
-75.5637496827500144,39.8287500420600296,8.92322540283203125
-75.5554163494500131,39.8287500420600296,13.3717308044433594
-75.5470830161500118,39.8287500420600296,186.881607055664062
-75.5387496828500105,39.8287500420600296,1150.0794677734375
-75.5304163495500092,39.8287500420600296,1508.5694580078125
-75.5220830162500079,39.8287500420600296,1245.6861572265625
-75.5137496829500208,39.8287500420600296,1265.37158203125
-75.5054163496500195,39.8287500420600296,1308.4285888671875
-75.4970830163500182,39.8287500420600296,1392.003173828125
-75.4887496830500169,39.8287500420600296,1468.14990234375
-75.4804163497500156,39.8287500420600296,1327.0458984375
-75.6637496823500157,39.8204167087600283,90.96405029296875
-75.6554163490500144,39.8204167087600283,45.1937065124511719
-75.6470830157500131,39.8204167087600283,49.4846916198730469
-75.6387496824500118,39.8204167087600283,73.1705551147460938
-75.6304163491500105,39.8204167087600283,131.780120849609375
-75.6220830158500092,39.8204167087600283,294.801361083984375
-75.6137496825500079,39.8204167087600283,162.830810546875
-75.6054163492500209,39.8204167087600283,29.2973480224609375
-75.5970830159500196,39.8204167087600283,94.9492721557617188
-75.5887496826500183,39.8204167087600283,81.6201019287109375
-75.580416349350017,39.8204167087600283,39.3590660095214844
-75.5720830160500157,39.8204167087600283,21.1670684814453125
-75.5637496827500144,39.8204167087600283,8.28395462036132812
-75.5554163494500131,39.8204167087600283,16.9891605377197266
-75.5470830161500118,39.8204167087600283,492.086883544921875
-75.5387496828500105,39.8204167087600283,788.22601318359375
-75.5304163495500092,39.8204167087600283,1422.916748046875
-75.5220830162500079,39.8204167087600283,1340.925537109375
-75.5137496829500208,39.8204167087600283,1464.3983154296875
-75.5054163496500195,39.8204167087600283,1185.5401611328125
-75.4970830163500182,39.8204167087600283,1417.6025390625
-75.4887496830500169,39.8204167087600283,977.89825439453125
-75.4804163497500156,39.8204167087600283,695.3104248046875
-75.4720830164500143,39.8204167087600283,1612.7442626953125
-75.463749683150013,39.8204167087600283,3427.2451171875
-75.4554163498500117,39.8204167087600283,2102.626220703125
-75.6887496822500196,39.8120833754600341,42.9369010925292969
-75.6804163489500183,39.8120833754600341,64.9870986938476562
-75.672083015650017,39.8120833754600341,114.264419555664062
-75.6637496823500157,39.8120833754600341,148.936370849609375
-75.6554163490500144,39.8120833754600341,53.0289955139160156
-75.6470830157500131,39.8120833754600341,22.2951564788818359
-75.6387496824500118,39.8120833754600341,18.5661144256591797
-75.6304163491500105,39.8120833754600341,122.514450073242188
-75.6220830158500092,39.8120833754600341,183.976211547851562
-75.6137496825500079,39.8120833754600341,153.898681640625
-75.6054163492500209,39.8120833754600341,14.3365936279296875
-75.5970830159500196,39.8120833754600341,23.3372802734375
-75.5887496826500183,39.8120833754600341,119.311851501464844
-75.580416349350017,39.8120833754600341,53.0956153869628906
-75.5720830160500157,39.8120833754600341,10.1959428787231445
-75.5637496827500144,39.8120833754600341,6.6086115837097168
-75.5554163494500131,39.8120833754600341,326.2698974609375
-75.5470830161500118,39.8120833754600341,404.88177490234375
-75.5387496828500105,39.8120833754600341,936.80743408203125
-75.5304163495500092,39.8120833754600341,1296.91748046875
-75.5220830162500079,39.8120833754600341,897.531982421875
-75.5137496829500208,39.8120833754600341,1082.6466064453125
-75.5054163496500195,39.8120833754600341,1754.1566162109375
-75.4970830163500182,39.8120833754600341,1386.66259765625
-75.4887496830500169,39.8120833754600341,678.85150146484375
-75.4804163497500156,39.8120833754600341,487.959869384765625
-75.4720830164500143,39.8120833754600341,1478.9359130859375
-75.463749683150013,39.8120833754600341,3075.948974609375
-75.4554163498500117,39.8120833754600341,1029.621337890625
-75.4470830165500104,39.8120833754600341,745.870361328125
-75.4387496832500091,39.8120833754600341,264.745147705078125
-75.6970830155500209,39.8037500421600328,496.374664306640625
-75.6887496822500196,39.8037500421600328,241.906021118164062
-75.6804163489500183,39.8037500421600328,205.143280029296875
-75.672083015650017,39.8037500421600328,137.801071166992188
-75.6637496823500157,39.8037500421600328,60.2457809448242188
-75.6554163490500144,39.8037500421600328,46.3638954162597656
-75.6470830157500131,39.8037500421600328,40.4818801879882812
-75.6387496824500118,39.8037500421600328,58.3852386474609375
-75.6304163491500105,39.8037500421600328,141.326156616210938
-75.6220830158500092,39.8037500421600328,154.609573364257812
-75.6137496825500079,39.8037500421600328,82.8128585815429688
-75.6054163492500209,39.8037500421600328,30.9394683837890625
-75.5970830159500196,39.8037500421600328,7.69685745239257812
-75.5887496826500183,39.8037500421600328,39.9435310363769531
-75.580416349350017,39.8037500421600328,10.3220043182373047
-75.5720830160500157,39.8037500421600328,1.15548861026763916
-75.5637496827500144,39.8037500421600328,785.17596435546875
-75.5554163494500131,39.8037500421600328,918.4835205078125
-75.5470830161500118,39.8037500421600328,1339.7061767578125
-75.5387496828500105,39.8037500421600328,1431.5897216796875
-75.5304163495500092,39.8037500421600328,1012.344482421875
-75.5220830162500079,39.8037500421600328,743.311279296875
-75.5137496829500208,39.8037500421600328,1416.4466552734375
-75.5054163496500195,39.8037500421600328,1103.41650390625
-75.4970830163500182,39.8037500421600328,1218.8392333984375
-75.4887496830500169,39.8037500421600328,1063.805419921875
-75.4804163497500156,39.8037500421600328,646.97509765625
-75.4720830164500143,39.8037500421600328,1544.03955078125
-75.463749683150013,39.8037500421600328,1931.6241455078125
-75.4554163498500117,39.8037500421600328,562.20550537109375
-75.4470830165500104,39.8037500421600328,182.4525146484375
-75.4387496832500091,39.8037500421600328,0
-75.4304163499500078,39.8037500421600328,0
-75.7137496821500093,39.7954167088600315,400.228240966796875
-75.705416348850008,39.7954167088600315,414.747344970703125
-75.6970830155500209,39.7954167088600315,807.63177490234375
-75.6887496822500196,39.7954167088600315,396.658172607421875
-75.6804163489500183,39.7954167088600315,221.30352783203125
-75.672083015650017,39.7954167088600315,148.982437133789062
-75.6637496823500157,39.7954167088600315,132.318038940429688
-75.6554163490500144,39.7954167088600315,46.5946121215820312
-75.6470830157500131,39.7954167088600315,31.0000820159912109
-75.6387496824500118,39.7954167088600315,53.6319847106933594
-75.6304163491500105,39.7954167088600315,77.4022293090820312
-75.6220830158500092,39.7954167088600315,17.11016845703125
-75.6137496825500079,39.7954167088600315,267.3486328125
-75.6054163492500209,39.7954167088600315,112.23681640625
-75.5970830159500196,39.7954167088600315,19.3571758270263672
-75.5887496826500183,39.7954167088600315,93.2880935668945312
-75.580416349350017,39.7954167088600315,40.6131248474121094
-75.5720830160500157,39.7954167088600315,189.075881958007812
-75.5637496827500144,39.7954167088600315,345.64801025390625
-75.5554163494500131,39.7954167088600315,1117.3446044921875
-75.5470830161500118,39.7954167088600315,1299.83935546875
-75.5387496828500105,39.7954167088600315,2324.677490234375
-75.5304163495500092,39.7954167088600315,1084.2508544921875
-75.5220830162500079,39.7954167088600315,664.8448486328125
-75.5137496829500208,39.7954167088600315,1473.09130859375
-75.5054163496500195,39.7954167088600315,1273.18603515625
-75.4970830163500182,39.7954167088600315,1439.451416015625
-75.4887496830500169,39.7954167088600315,1404.9337158203125
-75.4804163497500156,39.7954167088600315,2448.1669921875
-75.4720830164500143,39.7954167088600315,2132.35009765625
-75.463749683150013,39.7954167088600315,3712.770263671875
-75.4554163498500117,39.7954167088600315,948.99365234375
-75.4470830165500104,39.7954167088600315,0
-75.7220830154500106,39.7870833755600302,629.6748046875
-75.7137496821500093,39.7870833755600302,831.6842041015625
-75.705416348850008,39.7870833755600302,571.650390625
-75.6970830155500209,39.7870833755600302,780.95355224609375
